callsign,contour_type,area,filename,lat,lon,frequency,power,region,state,city,owner
WJAW,day_2,0.3055793633684516,WJAW_2_D_as1.kml,39.395,-81.2302777777778,630.0,0.037,Mid-Atlantic,WV,ST. MARYS,"JAWCO, INC."
KLOH,day_0.5,8.511505192844197,KLOH_0.5_D_as1.kml,43.9952777777778,-96.3447222222222,1050.0,9.38,Upper Midwest,MN,PIPESTONE,"CHRISTENSEN BROADCASTING, LLC"
KIWA,day_2,0.3351397233782336,KIWA_2_D_as1.kml,43.1813611111111,-95.8658611111111,1550.0,0.283,Plains,IA,SHELDON,"Community First Broadcasting, LLC"
WDLB,day_0.5,0.5078773845452815,WDLB_0.5_D_as1.kml,44.6969166666667,-90.1556944444445,1450.0,1.0,Great Lakes,WI,MARSHFIELD,"Central Wisconsin Broadcasting, Inc."
WLDY,day_2,0.1195049654925242,WLDY_2_D_as3.kml,45.4663611111111,-91.1231944444444,1340.0,1.0,Great Lakes,WI,LADYSMITH,ZOE COMMUNICATIONS INC
KIGO,day_2,1.5109698449959978,KIGO_2_D_as1.kml,43.66713888888889,-111.871361111111,1420.0,32.0,Rockies,ID,ST. ANTHONY,
WKPT,day_0.5,0.5018375810468569,WKPT_0.5_D_as3.kml,36.5436111111111,-82.5225,1400.0,1.0,Mid-South,TN,KINGSPORT,HOLSTON VALLEY BROADCASTING CORPORATION
WFAY,night_2,0.07742063864134252,WFAY_2_N_as1.kml,35.0715555555556,-78.8739166666667,1230.0,1.0,Southeast,NC,FAYETTEVILLE,"COLONIAL MEDIA AND ENTERTAINMENT, LLC"
WKDO,night_2,0.09529484272934496,WKDO_2_N_as1.kml,37.3061111111111,-84.9172222222222,1560.0,1.0,Mid-South,KY,LIBERTY,"SHORELINE COMMUNICATIONS, INC."
WMXB,day_0.5,0.5385725668165833,WMXB_0.5_D_as1.kml,33.2186111111111,-87.5680555555556,1280.0,0.5,Gulf Coast,AL,TUSCALOOSA,"LAWSON OF TUSCALOOSA, INC."
KOMY,day_0.5,10.712261158158071,KOMY_0.5_D_as1.kml,36.9618888888889,-121.981916666667,1340.0,0.85,California,CA,LA SELVA BEACH,"ZWERLING BROADCASTING SYSTEM, LTD"
WILS,day_0.5,3.0986466360045597,WILS_0.5_D_as1.kml,42.6219722222222,-84.6438611111111,1320.0,1.9,Great Lakes,MI,LANSING,THE MACDONALD BROADCASTING COMPANY
KKGR,day_2,1.4196556201204658,KKGR_2_D_as1.kml,46.5688888888889,-111.908888888889,680.0,5.0,Rockies,MT,EAST HELENA,"KGR, LLC"
WYSH,night_2,0.08481840440072119,WYSH_2_N_as1.kml,36.1134166666667,-84.1415833333333,1380.0,0.08,Mid-South,TN,CLINTON,"CLINTON BROADCASTERS, INC."
WSTU,day_0.5,11.466200037393719,WSTU_0.5_D_as3.kml,27.2147222222222,-80.2566666666667,1450.0,1.0,Southeast,FL,STUART,"LITTLE DOG MEDIA GROUP, L.L.C."
WMBG,day_2,0.23368451662827283,WMBG_2_D_as1.kml,37.2818055555556,-76.7966388888889,740.0,0.5,Mid-Atlantic,VA,WILLIAMSBURG,"WILLIAMSBURG'S RADIO STATION, INC."
WACB,day_0.5,0.3090674402192235,WACB_0.5_D_as1.kml,35.9326388888889,-81.17175,860.0,0.25,Southeast,NC,TAYLORSVILLE,"APPLE CITY BROADCASTING CO., INC."
KCMY,day_2,0.5741122586186975,KCMY_2_D_as1.kml,39.1660277777778,-119.726833333333,1300.0,0.12,Southwest,NV,CARSON CITY,"EVANS BROADCASTING COMPANY, INC."
WAXY,day_0.5,21.204825573484413,WAXY_0.5_D_as1.kml,25.7570555555556,-80.6392222222222,790.0,5.0,Southeast,FL,SOUTH MIAMI,"Audacy License, LLC"
WDNY,night_2,0.12284268485382199,WDNY_2_N_as1.kml,42.5386111111111,-77.6825,1400.0,1.0,Northeast,NY,DANSVILLE,GENESEE MEDIA CORPORATION
KHIL,day_2,0.6129705839557573,KHIL_2_D_as1.kml,32.2666666666667,-109.832777777778,1250.0,5.0,Southwest,AZ,WILLCOX,"WILLCOX RADIO, LLC"
WLIB,night_2,2.428923705825582,WLIB_2_N_as1.kml,40.7967777777778,-74.10125,1190.0,10.0,Northeast,NY,NEW YORK,WBLS-WLIB LICENSE LLC
WTBC,day_0.5,0.25939813058357686,WTBC_0.5_D_as1.kml,33.2192777777778,-87.5086111111111,1230.0,1.0,Gulf Coast,AL,TUSCALOOSA,"Townsquare License, LLC"
WNWW,night_2,0.06258870451711118,WNWW_2_N_as1.kml,41.7967777777778,-72.79675,1290.0,0.011,Northeast,CT,WEST HARTFORD,UNIVERSITY OF NORTHWESTERN-ST.PAUL
KKAM,day_0.5,1.7208531714277342,KKAM_0.5_D_as3.kml,33.5566666666667,-101.862777777778,1340.0,1.0,Gulf Coast,TX,LUBBOCK,"Townsquare License, LLC"
KSAZ,day_0.5,14.70605108467862,KSAZ_0.5_D_as1.kml,32.4531388888889,-111.285111111111,580.0,0.39,Southwest,AZ,MARANA,"KASA RADIO HOGAR, INC."
KTTR,day_2,0.24513397179543972,KTTR_2_D_as1.kml,37.9444722222222,-91.7448888888889,1490.0,1.0,Mid-South,MO,ROLLA,"KTTR-KZNN, INC."
WSME,day_0.5,17.87562399386661,WSME_0.5_D_as1.kml,34.7176666666667,-77.2821666666667,1120.0,6.0,Southeast,NC,CAMP LEJEUNE,B & M BROADCASTING LLC
KKTS,day_2,0.4786661898251623,KKTS_2_D_as1.kml,42.8816388888889,-106.287527777778,1580.0,0.22,Rockies,WY,EVANSVILLE,"DOUGLAS BROADCASTING, INC."
WXNT,day_0.5,2.012121293344535,WXNT_0.5_D_as1.kml,39.8383611111111,-86.1988888888889,1430.0,5.0,Great Lakes,IN,INDIANAPOLIS,RADIO LICENSE HOLDING SRC LLC
KRAC,day_2,0.4056357751833275,KRAC_2_D_as1.kml,40.1935,-122.216666666667,1370.0,4.0,California,CA,RED BLUFF,"Independence Rock Media, LLC"
WSBN,day_0.5,3.610540372901596,WSBN_0.5_D_as1.kml,39.134,-77.3035833333333,630.0,2.7,Mid-Atlantic,DC,WASHINGTON,RADIO LICENSE HOLDINGS LLC
KHLO,night_2,5.323318174807355,KHLO_2_N_as3.kml,19.6966666666667,-155.051388888889,850.0,5.0,Hawaii,HI,HILO,First Assembly King's Cathedral and Chapels
KCAT,day_0.5,0.37582579848822206,KCAT_0.5_D_as3.kml,34.2130555555556,-92.0313888888889,1340.0,1.0,Mid-South,AR,PINE BLUFF,"Broadcast Industry Group, LLC"
KJJQ,night_2,0.8389729153132066,KJJQ_2_N_as1.kml,44.2502777777778,-96.9561111111111,910.0,0.5,Upper Midwest,SD,VOLGA,Alpha 3E Licensee LLC
WYTI,day_2,0.1019298282917589,WYTI_2_D_as1.kml,36.9770833333333,-79.8955833333333,1570.0,2.5,Mid-Atlantic,VA,ROCKY MOUNT,"WYTI, INC."
WBWD,night_2,2.088999620405957,WBWD_2_N_as1.kml,40.7517777777778,-73.2134444444445,540.0,0.22,Northeast,NY,ISLIP,"Om Sai Broadcasting, LLC"
WJCV,day_2,1.0462587546790019,WJCV_2_D_as1.kml,34.7662777777778,-77.3908055555556,1290.0,5.0,Southeast,NC,JACKSONVILLE,DOWN EAST BROADCASTING CO INC.
KSTC,night_2,0.457195230294019,KSTC_2_N_as1.kml,40.6177777777778,-103.178555555556,1230.0,1.0,Rockies,CO,STERLING,MEDIA LOGIC LLC
KEJL,night_2,1.585587979061529,KEJL_2_N_as1.kml,32.8163888888889,-103.232222222222,1110.0,2.5,Southwest,NM,HUMBLE CITY,NOALMARK BROADCASTING CORPORATION
KVMI,night_2,0.8159859540173784,KVMI_2_N_as1.kml,36.1682777777778,-119.254277777778,1270.0,1.0,California,CA,TULARE,Momentum Broadcasting LP
WREL,night_2,0.056611816049553454,WREL_2_N_as3.kml,37.7666666666667,-79.4322222222222,1450.0,1.0,Mid-Atlantic,VA,LEXINGTON,"FIRST MEDIA RADIO, LLC"
WMET,day_2,0.5318407800514251,WMET_2_D_as1.kml,39.1878888888889,-77.21525,1160.0,1.5,Mid-Atlantic,MD,GAITHERSBURG,LA PROMESA FOUNDATION
WDYT,day_0.5,1.2181825718143955,WDYT_0.5_D_as1.kml,35.2868055555556,-81.17425,1220.0,25.0,Southeast,NC,KINGS MOUNTAIN,IGLESIA NUEVA VIDA OF HIGH POINT
WFAD,day_0.5,0.216064588050358,WFAD_0.5_D_as1.kml,43.9992222222222,-73.1592777777778,1490.0,0.96,Northeast,VT,MIDDLEBURY,Mud Radio LLC
WMKM,day_2,0.16898051160387695,WMKM_2_D_as1.kml,42.2561388888889,-83.3632777777778,1440.0,1.0,Great Lakes,MI,INKSTER,"GREAT LAKES RADIO - DETROIT, LLC"
KKXL,day_2,0.7196271338034421,KKXL_2_D_as1.kml,47.9644166666667,-97.0298055555556,1440.0,0.3,Upper Midwest,ND,GRAND FORKS,"IHM LICENSES, LLC"
KNST,night_2,2.141272690729238,KNST_2_N_as1.kml,32.2484166666667,-111.008972222222,790.0,5.0,Southwest,AZ,TUCSON,"IHM LICENSES, LLC"
KAZA,day_0.5,3.9893064172938466,KAZA_0.5_D_as1.kml,36.9635555555556,-121.4905,1290.0,1.5,California,CA,GILROY,"INTELLI, LLC"
WIGY,day_2,0.08859292906709015,WIGY_2_D_as1.kml,44.1153611111111,-70.2481111111111,1240.0,0.86,Northeast,ME,LEWISTON,"BENNETT RADIO GROUP, LLC"
KTYM,day_2,2.3848778065294027,KTYM_2_D_as1.kml,34.0075,-118.365916666667,1460.0,0.5,California,CA,INGLEWOOD,El Sembrador Ministries
WIOE,day_0.5,0.8083875563461334,WIOE_0.5_D_as1.kml,41.0705555555556,-85.1194444444444,1450.0,1.0,Great Lakes,IN,FORT WAYNE,BRIAN WALSH
KOBE,day_2,0.1115336260991171,KOBE_2_D_as3.kml,32.3019444444444,-106.802222222222,1450.0,1.0,Southwest,NM,LAS CRUCES,"BRAVO MIC COMMUNICATIONS, LLC"
KSGF,night_2,0.6306571419117972,KSGF_2_N_as1.kml,37.2641666666667,-93.3177777777778,1260.0,5.0,Mid-South,MO,SPRINGFIELD,"SM-KSGF-AM, LLC"
KLVI,day_2,8.465005980746355,KLVI_2_D_as1.kml,30.0457777777778,-93.8687777777778,560.0,5.0,Gulf Coast,TX,BEAUMONT,"IHM LICENSES, LLC"
WOLI,night_2,0.24724201718345284,WOLI_2_N_as1.kml,35.0194444444444,-82.01,910.0,0.89,Southeast,SC,SPARTANBURG,NORSAN MEDIA LLC
WBBP,day_0.5,1.5186555546242744,WBBP_0.5_D_as1.kml,35.055,-90.0875,1480.0,0.041,Mid-South,TN,MEMPHIS,"BOUNTIFUL BLESSING, INC."
KWSX,night_2,0.7163543773349375,KWSX_2_N_as1.kml,37.9819444444444,-121.228888888889,1280.0,1.0,California,CA,STOCKTON,"IHM LICENSES, LLC"
WKWN,night_2,0.09642399719450623,WKWN_2_N_as1.kml,34.8619444444445,-85.4997222222222,1420.0,0.112,Southeast,GA,TRENTON,"DADE COUNTY BROADCASTING, INC."
KPQ,day_0.5,7.80084439390339,KPQ_0.5_D_as1.kml,47.4531944444445,-120.329805555556,560.0,5.0,Pacific Northwest,WA,WENATCHEE,"Townsquare License, LLC"
WMRI,night_2,1.0129021813627332,WMRI_2_N_as1.kml,40.5533333333333,-85.6458333333333,860.0,1.0,Great Lakes,IN,MARION,"Hoosier AM/FM, LLC"
KDKA,night_2,1.9654810492647812,KDKA_2_N_as3.kml,40.5592222222222,-79.9528333333333,1020.0,50.0,Great Lakes,PA,PITTSBURGH,"Audacy License, LLC"
WJRD,night_2,0.3428186399396509,WJRD_2_N_as1.kml,33.2495555555556,-87.6086111111111,1150.0,1.0,Gulf Coast,AL,TUSCALOOSA,"JRD, INC."
KBAM,day_0.5,0.5475276671350002,KBAM_0.5_D_as1.kml,46.149,-122.975944444444,1400.0,1.0,Pacific Northwest,WA,LONGVIEW,"BICOASTAL MEDIA LICENSES IV, LLC"
WITY,night_2,0.46110279904678464,WITY_2_N_as3.kml,40.0780833333333,-87.6389166666667,980.0,1.0,Great Lakes,IL,DANVILLE,"Illiana Media, LLC"
WOWW,day_0.5,1.1017331362236291,WOWW_0.5_D_as1.kml,35.2139722222222,-89.7961944444444,1430.0,2.5,Mid-South,TN,GERMANTOWN,FLINN BROADCASTING CORPORATION
WKCB,day_0.5,0.2843974173301831,WKCB_0.5_D_as3.kml,37.3291666666667,-83.0047222222222,1340.0,1.0,Mid-South,KY,HINDMAN,HINDMAN BROADCASTING CORPORATION
WTMA,day_0.5,14.990951074461918,WTMA_0.5_D_as1.kml,32.8243333333333,-80.0025833333333,1250.0,1.0,Southeast,SC,CHARLESTON,"RADIO LICENSE HOLDING CBC, LLC"
KMET,day_0.5,0.35561623610556126,KMET_0.5_D_as3.kml,33.9302777777778,-116.922222222222,1490.0,1.0,California,CA,BANNING,"KMET, LLC"
KKSF,night_2,20.32875541097019,KKSF_2_N_as1.kml,37.89575,-122.324694444444,910.0,20.0,California,CA,OAKLAND,"IHM LICENSES, LLC"
KSAL,day_2,3.2496870884206146,KSAL_2_D_as1.kml,38.8841666666667,-97.5175277777778,1150.0,5.0,Plains,KS,SALINA,"MERIDIAN MEDIA, LLC"
KZNX,day_2,0.6312622271943837,KZNX_2_D_as1.kml,30.34575,-97.6347222222222,1530.0,10.0,Gulf Coast,TX,CREEDMOOR,"AMERICA TELECOMMUNICATIONS GROUP, INC."
KDDR,day_0.5,4.797245825873688,KDDR_0.5_D_as1.kml,46.1230555555556,-98.0891666666667,1220.0,0.327,Upper Midwest,ND,OAKES,"I3G MEDIA, INC."
WBMJ,day_0.5,26.96060531603871,WBMJ_0.5_D_as1.kml,18.35,-66.1138888888889,1190.0,10.0,Unknown,PR,SAN JUAN,"CALVARY EVANGELISTIC MISSION, INC."
KTNO,day_2,5.911927666282281,KTNO_2_D_as1.kml,33.2428888888889,-96.5416666666667,620.0,5.0,Gulf Coast,TX,PLANO,"INSPIRATION  MEDIA OF TEXAS, LLC"
WSTU,day_2,1.932930004550144,WSTU_2_D_as3.kml,27.2147222222222,-80.2566666666667,1450.0,1.0,Southeast,FL,STUART,"LITTLE DOG MEDIA GROUP, L.L.C."
KEXB,night_2,3.247151194838807,KEXB_2_N_as1.kml,32.7506944444444,-96.7230555555556,1440.0,50.0,Gulf Coast,TX,UNIVERSITY PARK,"RELEVANT RADIO, INC."
KZWC,day_2,0.24048422125633806,KZWC_2_D_as1.kml,42.46775,-93.7968888888889,1570.0,0.232,Plains,IA,WEBSTER CITY,FIELDVIEW BROADCASTING LLC
WRLL,night_2,0.3294940860942006,WRLL_2_N_as1.kml,41.8325277777778,-87.7056111111111,1450.0,1.0,Great Lakes,IL,CICERO,MIDWAY BROADCASTING CORPORATION
KSKR,day_0.5,0.4309375665616244,KSKR_0.5_D_as1.kml,43.1928888888889,-123.362027777778,1490.0,1.0,Pacific Northwest,OR,ROSEBURG,"BROOKE COMMUNICATIONS, INC."
WLRM,night_2,0.37601081386674196,WLRM_2_N_as1.kml,35.3155555555556,-89.9230555555556,1380.0,2.5,Mid-South,TN,MILLINGTON,"CPT & T RADIO STATION, INC."
WYPC,night_2,0.05332462501246482,WYPC_2_N_as1.kml,39.1061111111111,-82.5788888888889,1330.0,0.5,Great Lakes,OH,WELLSTON,"Total Media Group, Inc."
WNTD,day_0.5,2.848980236798525,WNTD_0.5_D_as1.kml,41.8608611111111,-87.6867222222222,950.0,1.0,Great Lakes,IL,CHICAGO,"RELEVANT RADIO, INC."
WAMW,day_2,0.15510398929473013,WAMW_2_D_as1.kml,38.6458888888889,-87.2794444444444,1580.0,0.5,Great Lakes,IN,WASHINGTON,"SHAKE BROADCASTING, LLC"
WERC,night_2,0.5345031910110265,WERC_2_N_as1.kml,33.534,-86.8519444444444,960.0,5.0,Gulf Coast,AL,BIRMINGHAM,"IHM LICENSES, LLC"
WDFB,day_0.5,0.6471024519996718,WDFB_0.5_D_as1.kml,37.59611111111111,-84.8386111111111,1170.0,1.0,Mid-South,KY,JUNCTION CITY,ALUM SPRINGS VISION & OUTREACH CORP
WOLF,day_0.5,0.5621024587890133,WOLF_0.5_D_as1.kml,43.0583888888889,-76.1663055555556,1490.0,1.0,Northeast,NY,SYRACUSE,"WOLF RADIO, INC."
WHIR,day_2,0.16472538618836552,WHIR_2_D_as1.kml,37.6739722222222,-84.7657777777778,1230.0,1.0,Mid-South,KY,DANVILLE,HOMETOWN BROADCASTNG OF DANVILLE INC
KNND,day_0.5,0.4585856799967587,KNND_0.5_D_as1.kml,43.7619444444444,-123.078333333333,1400.0,0.95,Pacific Northwest,OR,COTTAGE GROVE,"REITEN COMMUNICATIONS, LLC"
WWWS,night_2,0.36043624370358884,WWWS_2_N_as1.kml,42.9261666666667,-78.8408611111111,1400.0,0.745,Northeast,NY,BUFFALO,"Audacy License, LLC"
WACK,day_2,0.25239697739016265,WACK_2_D_as1.kml,43.0188888888889,-77.0780555555556,1420.0,0.5,Northeast,NY,NEWARK,"WAYNCO RADIO, INC."
KTRF,day_0.5,2.3200933581683785,KTRF_0.5_D_as1.kml,48.1296944444444,-96.1866944444444,1230.0,1.0,Upper Midwest,MN,THIEF RIVER FALLS,"IOWA CITY BROADCASTING COMPANY, INC."
WOSH,night_2,0.4309739595046267,WOSH_2_N_as1.kml,44.0458055555556,-88.5292777777778,1490.0,1.0,Great Lakes,WI,OSHKOSH,CUMULUS LICENSING LLC
WLIL,day_2,0.21011443005409092,WLIL_2_D_as1.kml,35.7700833333333,-84.2796388888889,730.0,1.0,Mid-South,TN,LENOIR CITY,FOWLERS HOLDINGS LLLP
WYHL,night_2,0.052279077703133225,WYHL_2_N_as3.kml,32.3858333333333,-88.6933333333333,1450.0,1.0,Gulf Coast,MS,MERIDIAN,"MISSISSIPPI BROADCASTERS, LLC"
KZFS,day_2,0.34676584997214377,KZFS_2_D_as1.kml,47.6075,-117.361111111111,1280.0,5.0,Pacific Northwest,WA,SPOKANE,"IHM LICENSES, LLC"
WMFD,day_2,2.3076542749768123,WMFD_2_D_as1.kml,34.2721111111111,-77.9741666666667,630.0,0.8,Southeast,NC,WILMINGTON,"Sunrise Broadcasting, LLC"
WSBC,day_2,0.31616606772877276,WSBC_2_D_as3.kml,41.9814166666667,-87.7722777777778,1240.0,1.0,Great Lakes,IL,CHICAGO,Heartland Signal LLC
WJAS,day_0.5,1.4039994581835344,WJAS_0.5_D_as1.kml,40.4795,-79.9031111111111,1320.0,3.3,Great Lakes,PA,PITTSBURGH,"ST. BARNABAS BROADCASTING, INC."
WJMX,day_2,0.08188015717314556,WJMX_2_D_as1.kml,34.3162777777778,-79.8878333333333,1400.0,1.0,Southeast,SC,DARLINGTON,"IHM LICENSES, LLC"
WWJZ,day_0.5,54.112137275282294,WWJZ_0.5_D_as1.kml,39.9970555555556,-74.7193333333333,640.0,50.0,Mid-Atlantic,NJ,MOUNT HOLLY,"RELEVANT RADIO, INC."
KSLR,day_2,3.0299639002187178,KSLR_2_D_as1.kml,29.3916111111111,-98.3502777777778,630.0,5.0,Gulf Coast,TX,SAN ANTONIO,"SALEM MEDIA OF TEXAS, INC."
WMRD,day_0.5,0.6784254480153322,WMRD_0.5_D_as1.kml,41.5572222222222,-72.6202777777778,1150.0,2.5,Northeast,CT,MIDDLETOWN,"CROSSROADS COMMUNICATIONS, LLC"
WVNJ,day_0.5,1.5670471251942217,WVNJ_0.5_D_as1.kml,41.0564722222222,-74.2490277777778,1160.0,2.5,Mid-Atlantic,NJ,OAKLAND,"RELEVANT RADIO, INC."
KENT,day_0.5,2.3887147346977144,KENT_0.5_D_as1.kml,36.0110833333333,-115.241944444444,1540.0,3.7,Southwest,NV,ENTERPRISE,El Sembrador Ministries
WNBS,day_2,0.14495294517837465,WNBS_2_D_as3.kml,36.6283333333333,-88.3011111111111,1340.0,1.0,Mid-South,KY,MURRAY,"FOREVER COMMUNICATIONS, INC."
WKHZ,day_2,0.21461545769125223,WKHZ_2_D_as1.kml,38.7703888888889,-76.0816111111111,1460.0,1.0,Mid-Atlantic,MD,EASTON,"RADIO BROADCAST COMMUNICATIONS, INC."
KKLE,day_2,0.40957563323900104,KKLE_2_D_as1.kml,37.2364166666667,-97.0255833333333,1550.0,0.052,Plains,KS,WINFIELD,My Town Media Inc
WHNQ,day_2,0.25713938439730555,WHNQ_2_D_as1.kml,36.8708333333333,-82.3058333333333,1140.0,1.1,Mid-Atlantic,VA,ST. PAUL,"Bouldin Radio, LLC"
WPAK,day_2,0.05525579408276826,WPAK_2_D_as3.kml,37.3130555555556,-78.3947222222222,1490.0,1.0,Mid-Atlantic,VA,FARMVILLE,"WHITE PINE ENTERPRISES, INC."
KFYI,night_2,5.04384269262664,KFYI_2_N_as1.kml,33.3880555555556,-112.006111111111,550.0,5.0,Southwest,AZ,PHOENIX,"IHM LICENSES, LLC"
WIKE,night_2,0.033226965460926294,WIKE_2_N_as1.kml,44.9389444444444,-72.2217777777778,1490.0,1.0,Northeast,VT,NEWPORT,Green Mountain Broadcasters LLC
WHOG,day_2,0.06816348142456263,WHOG_2_D_as1.kml,33.6138888888889,-85.8552777777778,1120.0,0.5,Gulf Coast,AL,HOBSON CITY,HOBSON CITY BROADCASTING CO
WVOW,day_0.5,0.5479667371837422,WVOW_0.5_D_as1.kml,37.8561111111111,-81.9719444444445,1290.0,1.0,Mid-Atlantic,WV,LOGAN,LOGAN BROADCASTING CORPORATION
KJAA,night_2,0.3270323739852756,KJAA_2_N_as3.kml,33.3808333333333,-110.756944444444,1240.0,1.0,Southwest,AZ,GLOBE,"GLOBECASTING, INC."
WEZR,day_0.5,0.5968387947650626,WEZR_0.5_D_as1.kml,44.5147777777778,-70.5164444444445,780.0,0.018,Northeast,ME,RUMFORD,"BENNETT RADIO GROUP, LLC"
WCXS,day_0.5,0.6235621464438736,WCXS_0.5_D_as1.kml,27.2286111111111,-81.8577777777778,1480.0,1.0,Southeast,FL,ARCADIA,FIORINI BROADCASTING LLC
WMC,night_2,2.219152363599278,WMC_2_N_as1.kml,35.1686944444444,-89.8850833333333,790.0,5.0,Mid-South,TN,MEMPHIS,"Audacy License, LLC"
WSGO,day_0.5,0.5550191819202155,WSGO_0.5_D_as1.kml,43.4155555555556,-76.4666666666667,1440.0,0.045,Northeast,NY,OSWEGO,GALAXY SYRACUSE LICENSEE LLC (NEW)
WJZN,day_0.5,0.25243964639957994,WJZN_0.5_D_as1.kml,44.2917222222222,-69.7736666666667,1400.0,1.0,Northeast,ME,AUGUSTA,"Townsquare License, LLC"
WTAG,day_0.5,1.8620385280810297,WTAG_0.5_D_as1.kml,42.3369444444445,-71.8208333333333,580.0,5.0,Northeast,MA,WORCESTER,"IHM LICENSES, LLC"
KVLI,day_0.5,0.7167832372942939,KVLI_0.5_D_as1.kml,35.6321666666667,-118.476194444444,1140.0,1.0,California,CA,LAKE ISABELLA,Hill Broadcasting
WBMD,day_2,0.5883800482843071,WBMD_2_D_as1.kml,39.3117777777778,-76.4910833333333,750.0,0.8,Mid-Atlantic,MD,BALTIMORE,"Relevant Radio, Inc."
WNEA,day_0.5,0.2330042306566611,WNEA_0.5_D_as1.kml,33.3752777777778,-84.7855555555556,1300.0,0.05,Southeast,GA,NEWNAN,"WORD CHRISTIAN BROADCASTING, INC."
WCRO,day_0.5,0.4129544746829197,WCRO_0.5_D_as3.kml,40.3319444444444,-78.9127777777778,1230.0,1.0,Great Lakes,PA,JOHNSTOWN,Lightner Communications LLC
WTRN,day_0.5,0.31311267719138414,WTRN_0.5_D_as1.kml,40.6633333333333,-78.2566666666667,1340.0,1.0,Great Lakes,PA,TYRONE,"LIGHTNER COMMUNICATIONS, LLC"
WBLL,night_2,0.3924407549202442,WBLL_2_N_as1.kml,40.3680555555556,-83.7338888888889,1390.0,0.081,Great Lakes,OH,BELLEFONTAINE,"V-TECK COMMUNICATIONS, INC."
WKJR,night_2,0.14427173580043018,WKJR_2_N_as1.kml,40.3102777777778,-88.215,1460.0,0.065,Great Lakes,IL,RANTOUL,"RUBEN'S PRODUCTIONS, INC."
KXSL,day_2,0.3474445539759472,KXSL_2_D_as1.kml,34.2636388888889,-110.039277777778,1470.0,5.0,Southwest,AZ,SHOW LOW,NEW STAR BROADCASTING LLC
WCDL,day_2,0.24012298707384616,WCDL_2_D_as1.kml,41.5561944444444,-75.4854722222222,1440.0,0.037,Great Lakes,PA,CARBONDALE,"BOLD GOLD MEDIA GROUP, LP"
WRWH,day_0.5,0.22520739753963426,WRWH_0.5_D_as1.kml,34.5863888888889,-83.7669444444445,1350.0,1.0,Southeast,GA,CLEVELAND,"WHITE COUNTY MEDIA, LLC"
WLAF,night_2,0.055922616040334105,WLAF_2_N_as3.kml,36.3811111111111,-84.1255555555556,1450.0,1.0,Mid-South,TN,LA FOLLETTE,STAIR COMPANY INC.
WCMI,night_2,0.08175004832446575,WCMI_2_N_as1.kml,38.4675833333333,-82.5968333333333,1340.0,1.0,Mid-South,KY,ASHLAND,"Kindred Communications, Inc."
WFLO,night_2,0.1742512172786519,WFLO_2_N_as1.kml,37.3265277777778,-78.3855555555556,870.0,1.0,Mid-Atlantic,VA,FARMVILLE,Heart of Virginia Communications
KKGX,day_2,0.2825301999691874,KKGX_2_D_as1.kml,33.8580833333333,-116.495,920.0,5.0,California,CA,PALM SPRINGS,"Ivox Radio, LLC"
WENT,night_2,0.06861557136289775,WENT_2_N_as3.kml,43.025,-74.3527777777778,1340.0,1.0,Northeast,NY,GLOVERSVILLE,"THNK TANK MEDIA, INC."
KQNT,night_2,2.1881043314933777,KQNT_2_N_as3.kml,47.6151666666667,-117.250194444444,590.0,5.0,Pacific Northwest,WA,SPOKANE,"IHM LICENSES, LLC"
WWTC,night_2,0.3842288360465318,WWTC_2_N_as1.kml,44.7883055555556,-93.2152222222222,1280.0,10.0,Upper Midwest,MN,MINNEAPOLIS,"SALEM MEDIA OF MASSACHUSETTS, LLC"
WIMA,day_0.5,2.241830512881279,WIMA_0.5_D_as1.kml,40.6797777777778,-84.1093888888889,1150.0,1.0,Great Lakes,OH,LIMA,"IHM LICENSES, LLC"
WMSO,day_0.5,0.852994037559256,WMSO_0.5_D_as3.kml,34.9825,-90.0125,1240.0,0.58,Gulf Coast,MS,SOUTHAVEN,ARLINGTON BROADCASTING COMPANY
KOZY,day_0.5,2.2463517093565315,KOZY_0.5_D_as1.kml,47.1727777777778,-93.4527777777778,1320.0,5.0,Upper Midwest,MN,GRAND RAPIDS,Rapids Radio LLC
KYAL,day_2,0.4642721866257489,KYAL_2_D_as1.kml,36.0188888888889,-96.0986111111111,1550.0,0.04,Plains,OK,SAPULPA,"KXOJ, INC."
KOHU,night_2,0.4238890199922025,KOHU_2_N_as1.kml,45.8658333333333,-119.3125,1360.0,4.3,Pacific Northwest,OR,HERMISTON,"WESTEND RADIO, LLC"
WAOS,day_2,0.25720153836300597,WAOS_2_D_as1.kml,33.8095555555556,-84.6568888888889,1600.0,0.067,Southeast,GA,AUSTELL,"LA FAVORITA, INC."
KVRP,day_0.5,2.0630768322153017,KVRP_0.5_D_as3.kml,32.9311111111111,-99.7833333333333,1400.0,1.0,Gulf Coast,TX,STAMFORD,"1 CHRONICLES 14, L.P."
KQUE,day_2,2.424201077024918,KQUE_2_D_as1.kml,29.8221666666667,-95.883,980.0,4.0,Gulf Coast,TX,ROSENBURG-RICHMOND,"DAIJ MEDIA, LLC"
WXKG,day_0.5,2.065835660789162,WXKG_0.5_D_as1.kml,33.6987222222222,-84.2896388888889,1010.0,45.0,Southeast,GA,ATLANTA,"Light Media Holdings, Inc."
WNTX,day_0.5,0.33114895271137357,WNTX_0.5_D_as1.kml,38.3127777777778,-77.4388888888889,1350.0,1.0,Mid-Atlantic,VA,FREDERICKSBURG,Alpha Media Licensee LLC
